amount,duration,payments,DID,Average_order_amount,Average_trans_amount,Average_trans_balance,No_transaction,Card_type,No_inhabitants,Average_salary,Average_unemployment_rate,Average_crime_rate,gender,Owner_age,Same_district
73836,36,2051.0,188,2447.6666666666665,8097.188059701492,43375.69850746269,335,classic,119895,10446,8.37,0.04041035906418116,female,341.0,True
419880,60,6998.0,156,8942.0,13017.690789473685,48769.49013157895,304,No,1204953,12541,0.36,0.07667684963645885,female,599.0,True
31176,24,1299.0,173,3285.0,5959.475247524752,34951.46534653466,303,No,1204953,12541,0.36,0.07667684963645885,male,333.0,True
232560,48,4845.0,164,4845.0,10118.810699588477,49002.10699588477,243,No,323870,10673,5.095,0.05732083860808349,female,310.0,True
137904,24,5746.0,129,5746.0,5014.455813953488,10176.706976744186,215,No,75637,9622,0.52,0.04630009122519402,male,330.0,True
89880,24,3745.0,154,3744.7,16527.975384615384,73259.46461538461,325,classic,285387,10177,7.19,0.03501561038169223,male,392.0,True
61656,24,2569.0,167,1841.56,7170.612612612613,43681.72672672672,333,No,53921,8598,3.015,0.03219524860443983,female,505.0,True
277884,36,7719.0,693,7718.7,8637.847583643123,33307.33828996283,269,No,105606,8254,3.275,0.021262996420657918,female,187.0,True
44628,12,3719.0,636,7798.5,14292.460732984293,60027.15968586387,382,No,53921,8598,3.015,0.03219524860443983,male,628.0,True
380160,60,6336.0,579,6336.0,15204.075880758808,67985.50406504064,369,classic,323870,10673,5.095,0.05732083860808349,male,554.0,True
123216,48,2567.0,561,1873.1000000000001,10987.015945330297,73384.10022779043,439,junior,85852,8965,7.655,0.031886269393840566,female,222.0,True
161496,36,4486.0,633,3805.0,7397.943181818182,44887.12215909091,352,No,226122,8994,4.295,0.041747375310673,male,298.0,True
186384,48,3883.0,645,4212.0,10415.24480369515,56833.23787528869,433,No,128118,9317,6.78,0.053938556643094646,male,448.0,True
30060,60,501.0,651,1467.2,4538.954451345756,28752.848861283645,483,classic,72541,8594,1.815,0.021401690078714106,male,537.0,True
54024,12,4502.0,675,3091.433333333333,7799.1984126984125,36105.851851851854,378,classic,117897,8814,5.25,0.017689169359695327,male,339.0,True
155880,24,6495.0,641,7399.9,12240.772959183674,68465.01275510204,392,classic,114006,9065,4.925,0.03645860744171359,female,332.0,True
165960,24,6915.0,561,4584.333333333333,11827.704188481675,56893.405759162306,382,No,93931,8427,1.33,0.020158414155071275,female,622.0,True
368880,60,6148.0,590,2683.75,9763.845833333333,50416.7875,480,No,125832,8512,3.815,0.01728495136372306,male,261.0,True
15192,24,633.0,685,1960.75,3791.677339901478,27463.756157635467,406,No,122603,8991,1.7,0.04270287023971681,female,284.0,True
360000,48,7500.0,578,7500.0,13995.506666666666,60046.6,375,No,197099,9624,1.955,0.022194430210198936,female,279.0,True
284280,60,4738.0,561,4738.0,13575.592592592593,72794.35353535354,297,gold,114006,9065,4.925,0.03645860744171359,female,452.0,True
388512,48,8094.0,646,8094.2,11282.513274336283,38211.29498525074,339,No,42821,8173,3.505,0.01585670582190981,female,329.0,True
392460,60,6541.0,678,8175.6,12455.675516224188,67157.0796460177,339,junior,107870,8754,4.07,0.035561323815704086,female,190.0,True
220620,60,3677.0,521,4332.099999999999,6024.2295918367345,31612.20918367347,392,No,70646,8547,3.145,0.021975766497749342,female,632.0,True
154656,48,3222.0,454,3544.25,6471.9669669669665,40462.384384384386,333,No,161227,8678,5.75,0.029694157926401905,male,471.0,True
46320,24,1930.0,544,1722.0,6810.428260869565,45505.041304347826,460,No,133777,8705,6.68,0.03554048902277671,male,208.0,True
372120,60,6202.0,663,6202.0,14076.876056338027,65701.62535211268,355,gold,197099,9624,1.955,0.022194430210198936,male,621.0,True
56100,60,935.0,405,3575.5,3594.7063197026023,20582.10408921933,269,No,387570,9897,1.78,0.04827128002683386,male,451.0,True
96168,12,8014.0,616,8013.7,8986.14742014742,60051.14004914005,407,gold,197099,9624,1.955,0.022194430210198936,female,289.0,True
155616,48,3242.0,691,2220.0,4626.2578125,46860.153645833336,384,No,226122,8994,4.295,0.041747375310673,female,308.0,True
49440,60,824.0,464,1610.75,5092.565,53113.82,400,No,285387,10177,7.19,0.03501561038169223,female,354.0,True
290700,60,4845.0,392,4845.0,10213.57142857143,51671.276190476194,315,No,139012,8363,3.005,0.01928970160849423,female,443.0,True
320592,48,6679.0,465,6678.7,14049.996466431096,63984.12720848057,283,classic,145688,8544,1.575,0.019304953050354182,female,306.0,True
20196,36,561.0,523,3151.5,8081.1783216783215,55270.5979020979,286,No,1204953,12541,0.36,0.07667684963645885,male,304.0,True
249312,48,5194.0,433,9679.0,12189.470198675497,45595.81456953642,302,No,170449,10787,2.865,0.03608704069839072,male,491.0,True
113544,36,3154.0,358,2962.6666666666665,6286.3140495867765,46865.707988980714,363,No,114200,8403,5.73,0.02134413309982487,male,640.0,True
202788,36,5633.0,387,8813.5,14660.578787878789,67825.57575757576,330,No,51313,8930,3.86,0.027088651998518894,female,511.0,True
77184,36,2144.0,573,2144.0,11790.46590909091,47051.018939393936,264,No,1204953,12541,0.36,0.07667684963645885,female,501.0,True
72120,12,6010.0,616,6010.2,13307.011538461538,76453.66923076923,260,gold,139012,8363,3.005,0.01928970160849423,female,528.0,True
181020,60,3017.0,551,3016.7,6726.215909090909,41255.25,264,No,78955,9060,2.11,0.021353935786207333,female,363.0,True
32640,48,680.0,482,1480.6666666666667,2570.737609329446,34800.21574344023,343,No,161854,9425,2.11,0.024639489910660225,male,645.0,True
85632,48,1784.0,494,1784.5,12424.146428571428,63959.175,280,No,197099,9624,1.955,0.022194430210198936,female,568.0,True
30276,12,2523.0,388,2523.2,4177.5490716180375,16124.055702917773,377,No,103347,9104,1.79,0.022511538796481757,female,684.0,True
30276,12,2523.0,388,2523.2,5199.775577557756,16253.069306930693,303,No,103347,9104,1.79,0.022511538796481757,female,684.0,True
74124,36,2059.0,529,1480.25,8252.142480211081,55798.65963060686,379,No,107870,8754,4.07,0.035561323815704086,female,689.0,True
213300,36,5925.0,326,5359.5,3662.610909090909,24255.52,275,No,162580,9538,1.66,0.03533337433878706,male,382.0,True
396120,60,6602.0,550,6601.7,13812.956363636364,59719.854545454546,275,classic,51428,8402,3.555,0.020397448860542896,female,561.0,True
110136,24,4589.0,553,4740.1,10719.901639344262,48492.11885245902,244,No,1204953,12541,0.36,0.07667684963645885,female,464.0,True
91152,24,3798.0,465,3798.2,8629.07874015748,53438.34251968504,254,classic,105058,9272,3.01,0.04209579470387786,male,644.0,True
115812,36,3217.0,585,3216.7,11652.975352112677,60348.92957746479,284,No,93931,8427,1.33,0.020158414155071275,male,522.0,True
270384,48,5633.0,437,9354.4,11302.939716312057,47479.65957446808,282,No,75232,8980,2.08,0.03746411101658868,male,412.0,True
19044,36,529.0,410,529.0,5865.2661290322585,56285.20564516129,248,No,122603,8991,1.7,0.04270287023971681,female,267.0,True
215616,48,4492.0,303,4492.0,4852.818181818182,18051.91958041958,286,No,42821,8173,3.505,0.01585670582190981,male,469.0,True
194940,36,5415.0,468,5415.0,10427.78,52650.048,250,No,112065,11277,1.345,0.045357604961406325,male,382.0,True
155640,24,6485.0,412,2553.0,5544.505405405405,37220.17297297297,370,No,95616,9307,4.14,0.029576639892904953,female,642.0,True
276300,60,4605.0,487,4277.5,3547.772893772894,36227.42490842491,273,No,197099,9624,1.955,0.022194430210198936,male,244.0,True
123600,60,2060.0,297,2060.0,8432.213973799127,42213.9344978166,229,No,285387,10177,7.19,0.03501561038169223,male,346.0,True
173016,36,4806.0,318,4806.5,10054.215339233038,55378.005899705015,339,classic,177686,10045,1.565,0.03629717591706719,female,615.0,True
96768,36,2688.0,364,7927.25,12966.413427561838,59926.452296819785,283,No,85852,8965,7.655,0.031886269393840566,female,342.0,True
359760,60,5996.0,475,5353.1,8867.443037974683,42951.0970464135,237,No,161854,9425,2.11,0.024639489910660225,male,209.0,True
11400,12,950.0,357,1430.0,2054.3052959501556,28142.654205607476,321,No,387570,9897,1.78,0.04827128002683386,female,194.0,True
247728,48,5161.0,215,3934.7333333333336,7587.200589970502,48589.162241887905,339,junior,1204953,12541,0.36,0.07667684963645885,male,200.0,True
444864,48,9268.0,343,6095.0,5553.267558528428,32884.16053511706,299,No,197099,9624,1.955,0.022194430210198936,male,387.0,True
320976,48,6687.0,251,6687.0,13399.72757475083,47205.455149501664,301,classic,1204953,12541,0.36,0.07667684963645885,male,716.0,True
139464,36,3874.0,396,3873.7,7644.122807017544,22738.48538011696,171,No,182027,8746,3.535,0.024139276041466377,male,457.0,True
260640,36,7240.0,490,4012.8,8910.727272727272,48178.88352272727,352,No,58400,8620,1.175,0.018886986301369865,female,575.0,True
200976,48,4187.0,219,6870.65,8711.754716981131,40951.70943396226,265,No,114200,8403,5.73,0.02134413309982487,male,493.0,True
72408,24,3017.0,126,4468.925,7155.038327526132,40908.19163763066,287,No,51313,8930,3.86,0.027088651998518894,female,452.0,True
93960,60,1566.0,452,3539.6666666666665,7021.717314487632,55425.21908127209,283,No,77917,8390,2.585,0.026964590525815933,male,415.0,True
174048,48,3626.0,345,3626.0,10588.0,66296.62162162163,296,classic,162580,9538,1.66,0.03533337433878706,female,535.0,True
129408,24,5392.0,440,2137.4,3866.3546511627906,30470.11046511628,344,No,106054,8110,6.16,0.029810285326343184,female,410.0,True
402000,60,6700.0,315,3360.6666666666665,3093.8996282527883,24344.71747211896,269,No,149893,9753,4.845,0.03714649783512239,male,192.0,True
262980,60,4383.0,369,4382.7,11162.957081545064,63325.55364806867,233,No,53921,8598,3.015,0.03219524860443983,female,367.0,True
68832,36,1912.0,330,3673.5,6292.432653061224,36905.795918367345,245,No,1204953,12541,0.36,0.07667684963645885,male,446.0,True
417600,60,6960.0,408,6959.8,11559.138613861385,56297.75742574257,202,gold,157042,8743,2.155,0.024047706982845352,male,313.0,True
133968,48,2791.0,261,3870.5,9678.77659574468,55054.66223404255,376,classic,139012,8363,3.005,0.01928970160849423,male,637.0,True
89340,60,1489.0,267,3252.5,4119.361445783133,54166.13654618474,249,No,110643,8441,3.965,0.018668148911363574,female,296.0,True
89340,60,1489.0,267,3252.5,4121.823293172691,53490.17269076305,249,No,110643,8441,3.965,0.018668148911363574,female,296.0,True
100224,48,2088.0,125,2088.0,3814.0262172284642,15865.943820224718,267,No,285387,10177,7.19,0.03501561038169223,female,469.0,True
123408,24,5142.0,384,4004.8,7442.083850931677,53253.51863354037,322,gold,119895,10446,8.37,0.04041035906418116,male,385.0,True
222180,60,3703.0,382,3702.8,7408.984693877551,34328.72448979592,196,No,45714,8843,3.21,0.018659491621822635,male,692.0,True
110112,24,4588.0,330,6940.25,12206.03937007874,54492.964566929135,254,No,107911,8240,3.045,0.01738933009609771,male,396.0,True
93600,24,3900.0,308,2203.875,6580.726643598616,49513.46020761246,289,classic,81344,8899,3.68,0.03364722659323367,male,291.0,True
66480,24,2770.0,139,2770.3,9752.944723618091,31561.552763819094,199,No,182027,8746,3.535,0.024139276041466377,male,729.0,True
70656,48,1472.0,273,3871.0,4368.334600760456,26800.315589353613,263,No,1204953,12541,0.36,0.07667684963645885,male,530.0,True
61560,12,5130.0,326,4848.125,8566.178832116788,33462.48540145985,274,classic,51313,8930,3.86,0.027088651998518894,male,646.0,True
258444,36,7179.0,205,7178.8,10195.796116504855,56216.601941747576,206,No,1204953,12541,0.36,0.07667684963645885,male,362.0,True
71460,36,1985.0,240,4624.5,7506.346491228071,33956.59649122807,228,junior,1204953,12541,0.36,0.07667684963645885,female,192.0,True
421008,48,8771.0,304,9336.5,7538.289473684211,49500.0,228,classic,177686,10045,1.565,0.03629717591706719,male,521.0,True
179328,48,3736.0,311,4333.0,7811.299559471366,35846.290748898675,227,No,387570,9897,1.78,0.04827128002683386,male,276.0,True
176148,36,4893.0,135,5038.0,11498.139130434784,45596.282608695656,230,No,85852,8965,7.655,0.031886269393840566,female,390.0,True
253512,36,7042.0,213,7042.0,8215.265,31399.71,200,No,108871,8444,3.355,0.022503697035941617,female,612.0,True
101520,12,8460.0,245,5964.0,5007.92972972973,22391.583783783783,185,No,1204953,12541,0.36,0.07667684963645885,female,239.0,True
148920,60,2482.0,201,6994.0,6369.189655172414,33725.22844827586,232,No,108871,8444,3.355,0.022503697035941617,male,228.0,True
141648,24,5902.0,200,5093.6,12159.400862068966,47859.370689655174,232,No,139012,8363,3.005,0.01928970160849423,male,529.0,True
85716,36,2381.0,153,4848.400000000001,4331.604,21190.644,250,No,74062,8114,2.5,0.014744403337744053,male,698.0,True
68544,24,2856.0,258,1965.8,6847.785256410257,49882.320512820515,312,No,114006,9065,4.925,0.03645860744171359,male,241.0,True
44376,12,3698.0,164,4873.4,12471.90378006873,63700.14432989691,291,classic,58796,9045,3.365,0.03166882100823185,male,410.0,True
162468,36,4513.0,148,4355.35,9407.607655502392,30650.22966507177,209,No,105058,9272,3.01,0.04209579470387786,female,467.0,True
86184,12,7182.0,237,3475.1666666666665,11799.49814126394,47496.17472118959,269,classic,285387,10177,7.19,0.03501561038169223,female,670.0,True
86184,12,7182.0,237,3475.1666666666665,11788.338289962825,50556.86617100372,269,classic,285387,10177,7.19,0.03501561038169223,female,670.0,True
187104,24,7796.0,141,7795.5,12440.283842794759,66175.57205240175,229,classic,226122,8994,4.295,0.041747375310673,female,230.0,True
141948,36,3943.0,114,6792.5,6360.7276995305165,46668.56338028169,213,classic,228848,9893,4.405,0.025147696287492135,female,549.0,True
54396,36,1511.0,191,1511.0,2794.3174603174602,59367.74603174603,189,No,110643,8441,3.965,0.018668148911363574,male,686.0,True
321180,60,5353.0,233,10038.15,11196.791262135923,36220.728155339806,206,No,177686,10045,1.565,0.03629717591706719,male,722.0,True
182640,48,3805.0,242,4645.066666666667,7404.162895927602,27296.276018099546,221,No,145688,8544,1.575,0.019304953050354182,female,655.0,True
155616,48,3242.0,228,3241.8,7722.983050847458,31852.22033898305,177,No,92084,10124,0.55,0.04412275748229877,female,445.0,True
48744,36,1354.0,134,2285.5,6264.971698113208,50284.89150943396,212,classic,148545,8909,4.785,0.023730182772897103,female,389.0,True
88440,12,7370.0,179,7370.2,12807.853535353535,52603.11616161616,198,classic,128118,9317,6.78,0.053938556643094646,female,616.0,True
29448,12,2454.0,119,2454.5,4663.4841628959275,13411.633484162896,221,No,226122,8994,4.295,0.041747375310673,male,586.0,True
45024,48,938.0,214,2571.0,5758.437246963563,40796.141700404856,247,No,285387,10177,7.19,0.03501561038169223,female,475.0,True
46176,48,962.0,161,5287.5,6138.175824175824,53416.505494505494,182,No,145688,8544,1.575,0.019304953050354182,male,360.0,True
64656,48,1347.0,124,2706.0,4487.242268041237,38747.4793814433,194,classic,67298,8561,0.97,0.016018306636155607,male,594.0,True
228276,36,6341.0,166,6341.0,6025.9101796407185,36799.844311377245,167,No,1204953,12541,0.36,0.07667684963645885,male,423.0,True
84120,24,3505.0,105,3505.0,12407.607329842933,51148.1780104712,191,No,42821,8173,3.505,0.01585670582190981,female,558.0,True
192744,36,5354.0,137,5353.5,10447.064171122995,47651.213903743315,187,No,145688,8544,1.575,0.019304953050354182,male,391.0,True
22968,36,638.0,120,1060.75,2234.5502008032126,39637.273092369476,249,No,93931,8427,1.33,0.020158414155071275,female,554.0,True
232560,48,4845.0,630,1919.8,6653.081534772182,34838.17745803357,417,No,177686,10045,1.565,0.03629717591706719,female,692.0,True
88704,48,1848.0,670,3129.0,2696.5730769230768,17325.265384615384,260,No,87419,8624,2.225,0.03475789016117778,female,436.0,True
68340,60,1139.0,617,5165.0,8400.629213483146,50175.34082397004,267,No,149893,9753,4.845,0.03714649783512239,male,526.0,True
119136,48,2482.0,641,2482.0,8930.78515625,54140.85546875,256,No,114006,9065,4.925,0.03645860744171359,female,405.0,True
38520,12,3210.0,597,3162.5,2328.1024590163934,17777.094262295082,244,No,95907,8388,2.675,0.017339714515103175,male,685.0,True
83280,48,1735.0,628,1735.0,4897.706293706294,42475.01398601398,286,classic,114006,9065,4.925,0.03645860744171359,female,664.0,True
74040,12,6170.0,636,2930.6,5564.478589420655,49231.2241813602,397,No,182027,8746,3.535,0.024139276041466377,female,492.0,True
100260,60,1671.0,684,1671.0,10793.720430107527,52747.333333333336,186,classic,1204953,12541,0.36,0.07667684963645885,male,358.0,True
148140,36,4115.0,615,4114.7,9001.270833333334,42941.04583333333,240,No,53921,8598,3.015,0.03219524860443983,female,420.0,True
102240,60,1704.0,607,4031.0,3756.536121673004,38258.0608365019,263,classic,109164,8757,3.665,0.021449378916126194,female,618.0,True
53232,48,1109.0,638,1550.0,2600.2918032786883,34816.95409836066,305,No,226122,8994,4.295,0.041747375310673,male,395.0,True
162624,48,3388.0,585,4306.333333333333,6124.43537414966,36298.77551020408,294,No,285387,10177,7.19,0.03501561038169223,female,472.0,True
124344,36,3454.0,620,3442.5,5689.993730407524,32102.03761755486,319,No,161854,9425,2.11,0.024639489910660225,female,214.0,True
71976,24,2999.0,546,2999.3,10428.293729372937,45866.59735973598,303,No,161854,9425,2.11,0.024639489910660225,male,379.0,True
42900,12,3575.0,646,5264.666666666667,10580.06647398844,54697.62138728324,346,classic,121947,8541,2.74,0.030074540579104036,male,392.0,True
99936,24,4164.0,590,3635.0,8033.541786743516,63444.43227665706,347,classic,1204953,12541,0.36,0.07667684963645885,female,375.0,True
67320,36,1870.0,499,2639.575,3450.2805280528055,23287.653465346535,303,No,95616,9307,4.14,0.029576639892904953,male,300.0,True
369000,60,6150.0,633,2454.625,8953.622340425532,63669.20212765958,376,No,162580,9538,1.66,0.03533337433878706,female,276.0,True
188616,24,7859.0,583,9049.5,10408.686956521738,54125.6,230,No,108871,8444,3.355,0.022503697035941617,male,702.0,True
293880,60,4898.0,531,4898.2,12916.330357142857,55195.63392857143,224,gold,197099,9624,1.955,0.022194430210198936,female,266.0,True
98304,12,8192.0,533,8191.5,16430.536585365855,73271.69918699187,246,classic,93931,8427,1.33,0.020158414155071275,male,321.0,True
466608,48,9721.0,575,9721.0,6497.382075471698,43064.82547169811,212,No,77963,8546,3.485,0.036940600028218515,female,615.0,True
39024,12,3252.0,530,5497.066666666667,8886.158844765343,53534.21299638989,277,classic,197099,9624,1.955,0.022194430210198936,male,724.0,True
97980,60,1633.0,623,2452.0,3470.7181467181467,20668.513513513513,259,No,45714,8843,3.21,0.018659491621822635,female,208.0,True
186300,60,3105.0,395,3715.9,10654.230555555556,61704.90277777778,360,classic,86513,8288,4.155,0.01746558320714806,male,590.0,True
164256,48,3422.0,468,3421.5,9705.746212121212,52243.22727272727,264,No,75637,9622,0.52,0.04630009122519402,male,295.0,True
294384,48,6133.0,553,6133.0,14978.251824817518,66044.10218978103,274,No,387570,9897,1.78,0.04827128002683386,female,367.0,True
59448,24,2477.0,539,2476.8,9646.804347826086,48328.89492753623,276,No,285387,10177,7.19,0.03501561038169223,male,538.0,True
385104,48,8023.0,516,9141.9,14952.292181069959,47677.12757201646,243,No,387570,9897,1.78,0.04827128002683386,female,485.0,True
335280,48,6985.0,464,3364.433333333333,13063.54811715481,40543.86610878661,239,No,161954,8720,4.115,0.02278424737888536,female,532.0,True
66840,24,2785.0,463,8238.0,12577.95067264574,39265.5067264574,223,No,58796,9045,3.365,0.03166882100823185,female,695.0,True
341280,60,5688.0,406,5688.0,14207.671717171717,44112.35353535353,198,classic,81344,8899,3.68,0.03364722659323367,male,574.0,True
399120,60,6652.0,450,6652.5,6636.396103896104,39458.07792207792,154,No,138032,8819,5.52,0.03103628144198447,female,656.0,True
164196,36,4561.0,473,4679.0,12978.673076923076,56157.745192307695,208,No,197099,9624,1.955,0.022194430210198936,female,487.0,True
165168,36,4588.0,461,5981.166666666667,8620.873517786562,46892.703557312256,253,classic,1204953,12541,0.36,0.07667684963645885,female,466.0,True
239160,60,3986.0,437,1948.14,6021.701030927835,33274.26116838488,291,No,67298,8561,0.97,0.016018306636155607,male,603.0,True
53076,12,4423.0,333,6829.0,5533.720183486239,33872.564220183485,218,classic,51428,8402,3.555,0.020397448860542896,male,584.0,True
90156,12,7513.0,383,7512.7,16012.341346153846,76110.125,208,gold,42821,8173,3.505,0.01585670582190981,female,605.0,True
76080,12,6340.0,371,5225.433333333333,10388.854406130267,60857.08045977011,261,junior,95616,9307,4.14,0.029576639892904953,female,215.0,True
67464,12,5622.0,359,5622.5,12341.078947368422,52673.55263157895,190,No,125236,9675,7.055,0.04197275543773356,male,734.0,True
67464,12,5622.0,359,5622.5,12352.142105263158,55795.231578947365,190,No,125236,9675,7.055,0.04197275543773356,male,734.0,True
23184,12,1932.0,315,1932.0,2770.8853211009173,36277.605504587154,218,No,161954,8720,4.115,0.02278424737888536,female,210.0,True
221880,60,3698.0,311,1447.96,5187.401337792642,51147.896321070235,299,No,81344,8899,3.68,0.03364722659323367,female,639.0,True
48312,24,2013.0,503,6360.0,5437.654205607477,32698.939252336448,214,No,102609,8187,5.14,0.02074379440399965,male,465.0,True
210384,48,4383.0,483,5418.35,9630.531914893618,47845.27127659575,188,No,285387,10177,7.19,0.03501561038169223,female,495.0,True
91632,12,7636.0,365,3508.6666666666665,3160.813043478261,17875.3,230,No,74062,8114,2.5,0.014744403337744053,male,644.0,True
317520,60,5292.0,303,2978.8,5691.772575250836,47649.816053511706,299,No,77963,8546,3.485,0.036940600028218515,female,347.0,True
44304,24,1846.0,314,2040.0,4074.9786324786323,57288.28632478633,234,No,85852,8965,7.655,0.031886269393840566,male,368.0,True
72504,24,3021.0,317,1333.4,5381.576666666667,40649.666666666664,300,No,122603,8991,1.7,0.04270287023971681,female,560.0,True
307200,60,5120.0,374,5120.2,10391.526011560694,31669.20809248555,173,No,107911,8240,3.045,0.01738933009609771,male,422.0,True
415800,60,6930.0,286,6930.0,12953.936507936507,46116.730158730155,189,No,1204953,12541,0.36,0.07667684963645885,female,569.0,True
92400,12,7700.0,459,4137.933333333333,7329.589285714285,42200.732142857145,224,classic,285387,10177,7.19,0.03501561038169223,female,277.0,True
102876,12,8573.0,462,2487.6,4486.386861313868,39814.62773722628,274,classic,323870,10673,5.095,0.05732083860808349,male,666.0,True
35904,48,748.0,296,846.6,1522.2874015748032,17013.889763779527,254,No,228848,9893,4.405,0.025147696287492135,male,613.0,True
116832,12,9736.0,275,7241.0,5331.275,26965.455,200,No,103347,9104,1.79,0.022511538796481757,female,579.0,True
17184,12,1432.0,310,1356.0,3229.00390625,32435.31640625,256,No,1204953,12541,0.36,0.07667684963645885,female,633.0,True
18324,12,1527.0,430,4923.0,7105.627551020408,29415.301020408162,196,No,108871,8444,3.355,0.022503697035941617,female,555.0,True
247920,48,5165.0,271,5165.2,9098.63063063063,48419.52252252252,111,No,106054,8110,6.16,0.029810285326343184,female,477.0,True
88272,48,1839.0,399,4598.15,3912.8125,15259.625,192,No,1204953,12541,0.36,0.07667684963645885,female,217.0,True
41856,48,872.0,431,1124.75,4679.266666666666,41713.7568627451,255,classic,387570,9897,1.78,0.04827128002683386,female,440.0,True
39576,12,3298.0,338,4411.433333333333,5587.991596638655,26055.689075630253,238,No,228848,9893,4.405,0.025147696287492135,female,393.0,True
74772,36,2077.0,389,3119.65,4531.403225806452,22698.295698924732,186,No,157042,8743,2.155,0.024047706982845352,male,438.0,True
59136,48,1232.0,262,1232.0,2147.04,25197.96,175,No,170449,10787,2.865,0.03608704069839072,female,206.0,True
191088,48,3981.0,408,3981.0,6227.020725388601,32866.64248704663,193,No,102609,8187,5.14,0.02074379440399965,male,418.0,True
33348,12,2779.0,368,2778.7,12433.508982035928,45632.520958083835,167,No,81344,8899,3.68,0.03364722659323367,female,321.0,True
86880,12,7240.0,346,7240.0,17625.825,44567.1,160,classic,103347,9104,1.79,0.022511538796481757,female,684.0,True
117420,60,1957.0,213,3336.6666666666665,6074.502347417841,30180.25352112676,213,No,75685,8208,2.075,0.024991742088921187,male,371.0,True
300600,60,5010.0,398,2064.875,7512.418326693227,48721.274900398406,251,classic,67298,8561,0.97,0.016018306636155607,female,397.0,True
305424,48,6363.0,346,4174.766666666666,7444.985915492958,42387.596244131455,213,No,285387,10177,7.19,0.03501561038169223,female,404.0,True
150912,36,4192.0,333,4192.5,9953.772727272728,55372.9595959596,198,classic,102609,8187,5.14,0.02074379440399965,female,260.0,True
272220,60,4537.0,320,5574.099999999999,7464.112149532711,35173.107476635516,214,No,170449,10787,2.865,0.03608704069839072,female,608.0,True
94488,24,3937.0,243,4265.766666666666,10876.422480620155,61186.65891472868,258,No,1204953,12541,0.36,0.07667684963645885,male,462.0,True
66696,24,2779.0,239,2778.7,9366.275167785236,28485.78523489933,149,No,75232,8980,2.08,0.03746411101658868,female,362.0,True
51360,12,4280.0,382,4280.0,14682.295918367347,47434.37755102041,196,No,117897,8814,5.25,0.017689169359695327,female,623.0,True
18720,60,312.0,247,312.0,4746.831325301205,41621.80722891566,166,classic,88757,8554,2.575,0.022758768322498506,male,437.0,True
159744,48,3328.0,280,3055.4,11007.949748743718,51807.778894472365,199,classic,70699,8968,3.09,0.025813660730703406,female,289.0,True
22932,36,637.0,223,1465.3333333333333,3736.2892156862745,40347.16176470588,204,No,139012,8363,3.005,0.01928970160849423,female,519.0,True
27456,12,2288.0,241,1746.325,10550.069343065694,49256.13868613139,274,No,161227,8678,5.75,0.029694157926401905,male,354.0,True
390096,48,8127.0,163,8762.0,8493.076023391814,47488.19298245614,171,junior,112709,8369,2.05,0.024274902625344916,male,220.0,True
150180,60,2503.0,199,3807.2666666666664,13323.109523809524,63042.52380952381,210,No,110643,8441,3.965,0.018668148911363574,male,718.0,True
146064,24,6086.0,166,4293.55,8585.55652173913,43421.24347826087,230,No,323870,10673,5.095,0.05732083860808349,female,524.0,True
73260,60,1221.0,164,3332.0,5400.8263157894735,32637.284210526315,190,No,285387,10177,7.19,0.03501561038169223,female,679.0,True
207264,48,4318.0,281,4318.0,12047.397849462366,50082.20430107527,186,No,95907,8388,2.675,0.017339714515103175,male,415.0,True
268320,60,4472.0,257,4190.333333333333,4333.456647398844,18990.2774566474,173,No,1204953,12541,0.36,0.07667684963645885,female,535.0,True
333648,48,6951.0,311,5243.266666666666,10303.048689138577,49787.87265917603,267,No,177686,10045,1.565,0.03629717591706719,female,252.0,True
84600,36,2350.0,188,2349.5,12677.179894179893,57086.68253968254,189,No,387570,9897,1.78,0.04827128002683386,male,703.0,True
285240,60,4754.0,267,4174.35,8281.80693069307,41142.75247524752,202,No,323870,10673,5.095,0.05732083860808349,male,540.0,True
196800,24,8200.0,199,8200.2,17553.509433962263,58574.15094339623,159,No,112065,11277,1.345,0.045357604961406325,female,441.0,True
475680,48,9910.0,123,9235.5,8484.981366459628,46895.34782608696,161,classic,159617,9198,3.805,0.03736444113095723,female,369.0,True
31620,60,527.0,247,4735.5,4835.366459627329,34813.757763975154,161,No,112065,11277,1.345,0.045357604961406325,male,691.0,True
233424,36,6484.0,254,3649.34,9471.435344827587,49418.5,232,No,149893,9753,4.845,0.03714649783512239,male,460.0,True
90180,36,2505.0,138,3417.9,5620.6578947368425,29359.99342105263,152,No,72541,8594,1.815,0.021401690078714106,male,437.0,True
97176,24,4049.0,137,4049.0,16946.40522875817,58575.07843137255,153,classic,112065,11277,1.345,0.045357604961406325,female,504.0,True
87360,24,3640.0,221,5456.75,11291.80303030303,55385.64646464647,198,classic,95616,9307,4.14,0.029576639892904953,male,722.0,True
34572,12,2881.0,228,2881.0,9941.31724137931,49152.7724137931,145,No,1204953,12541,0.36,0.07667684963645885,female,245.0,True
84288,48,1756.0,121,2019.3333333333333,3884.7664670658683,33258.1377245509,167,No,161954,8720,4.115,0.02278424737888536,female,232.0,True
67980,12,5665.0,118,5665.0,5737.950617283951,44826.96913580247,162,No,125832,8512,3.815,0.01728495136372306,female,611.0,True
220428,36,6123.0,166,5894.0,15601.60248447205,58814.8198757764,161,No,106054,8110,6.16,0.029810285326343184,male,419.0,True
